NOM_SCIENTIFIQUE;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Lumière;Texture;Matière_organique;Température;Continentalité;Niveau_trophique;Salinité
Holosteum breistrofferi Greuter & Charpin;4;4;8;7;3;2;7;4;5;0
Holosteum umbellatum L.;3;3;6;8;4;3;6;5;3;0
Homogyne alpina (L.) Cass.;5;6;4;6;4;5;3;5;2;0
Honckenya peploides (L.) Ehrh. ;3;6;7;8;7;1;4;1;7;5
Honckenya peploides (L.) Ehrh. subsp. peploides;3;6;7;8;7;1;4;1;7;5
Honorius nutans (Sm.) Gray;4;4;7;7;3;2;6;7;7;0
Hordelymus europaeus (L.) Harz;6;5;7;4;2;3;4;4;6;0
Hordeum bulbosum L. ;3;4;7;8;4;2;8;3;6;0
Hordeum bulbosum L. subsp. bulbosum;3;4;7;8;4;2;8;3;6;0
Hordeum bulbosum subsp. nodosum (L.) B.R.Baum ;3;4;7;8;4;2;8;3;6;0
Hordeum geniculatum All.;6;4;8;9;4;1;5;1;7;5
Hordeum jubatum L.;2;2;7;9;4;1;6;4;6;2
Hordeum jubatum L. subsp. jubatum;2;2;7;9;4;1;6;4;6;2
Hordeum marinum Huds. ;7;4;8;9;4;1;6;1;6;6
Hordeum murinum L.;4;3;8;8;4;3;8;3;8;0
Hordeum murinum L. subsp. murinum;4;3;8;8;4;3;8;3;8;0
Hordeum murinum subsp. glaucum (Steud.) Tzvelev;4;4;7;8;3;3;5;5;8;0
Hordeum murinum subsp. leporinum (Link) Arcang.;4;3;8;8;4;2;7;4;8;0
Hordeum secalinum Schreb.;8;7;6;8;2;8;7;3;6;0
Hordeum vulgare L.;3;4;8;8;3;3;6;9;7;0
Hordeum vulgare L. subsp. vulgare;3;4;8;8;3;3;6;9;7;0
Hordeum vulgare subsp. distichon (L.) Körn.;3;4;8;9;4;3;6;8;5;0
Hormathophylla lapeyrouseana (Jord.) P.Küpfer;4;4;8;8;8;1;3;3;4;0
Hormathophylla ligustica (Breistr.) Španiel, Al-Shehbaz, D.A.German & Marhold;5;5;8;8;8;1;2;6;3;0
Hormathophylla pyrenaica (Lapeyr.) Dudley & Cullen;4;4;8;8;8;1;2;3;3;0
Hormathophylla saxigena (Jord. & Fourr.) D.A.German & Govaerts;4;4;7;7;8;1;8;3;4;0
Hormathophylla spinosa (L.) P.Küpfer;3;3;8;8;8;1;6;3;4;0
Horminum pyrenaicum L.;5;5;9;9;5;2;2;4;2;0
Hornungia alpina (L.) O.Appel;5;5;8;5;6;2;2;4;3;0
Hornungia alpina (L.) O.Appel subsp. alpina;5;5;8;5;6;2;2;4;3;0
Hornungia alpina subsp. brevicaulis (Spreng.) O.Appel;5;5;3;8;6;4;2;6;3;0
Hornungia petraea (L.) Rchb.;3;3;9;8;3;2;6;4;1;0
Hornungia procumbens (L.) Hayek;5;4;8;9;4;1;7;3;6;4
Hornungia procumbens (L.) Hayek var. procumbens;5;4;8;9;4;1;7;3;6;4
Hornungia procumbens var. revelierei (Jord.) B.Bock;5;4;8;9;4;1;8;1;5;4
Hottonia palustris L.;9;12;5;6;2;8;6;5;5;0
Humulus lupulus L.;8;7;7;5;1;8;5;5;7;0
Huperzia selago (L.) Bernh. ex Schrank & Mart.;5;5;2;5;4;6;3;4;4;0
Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago;5;5;2;5;4;6;3;4;4;0
Hyacinthoides hispanica (Mill.) Rothm.;5;5;5;4;3;3;7;4;6;0
Hyacinthoides italica (L.) Rothm.;4;3;7;4;3;2;5;4;5;0
Hyacinthoides non-scripta (L.) Chouard ex Rothm.;5;4;4;4;4;4;7;3;3;0
Hyacinthus orientalis L.;4;5;7;7;3;2;6;5;5;0
Hydrocharis morsus-ranae L.;9;11;6;7;1;8;5;5;6;0
Hydrocotyle ranunculoides L.f.;9;9;5;8;3;8;5;4;5;0
Hydrocotyle vulgaris L.;8;9;5;7;1;9;6;3;2;0
Hylotelephium anacampseros (L.) H.Ohba;6;2;3;8;8;1;2;5;4;0
Hylotelephium argutum (Haw.) Holub;4;2;4;8;5;3;4;4;2;0
Hylotelephium maximum (L.) Holub;4;2;5;8;5;3;5;4;3;0
Hylotelephium telephium (L.) H.Ohba;3;2;4;8;8;1;5;5;4;0
Hymenophyllum tunbrigense (L.) Sm.;8;6;3;5;9;1;6;1;5;0
Hymenophyllum wilsonii Hook.;8;5;3;5;9;1;6;1;5;0
Hyoscyamus albus L.;3;5;7;8;3;3;7;4;8;0
Hyoscyamus niger L.;4;5;7;8;3;3;6;5;8;0
Hyoseris radiata L. ;3;4;8;8;4;3;7;4;5;0
Hyoseris scabra L.;6;4;8;9;4;2;9;1;3;0
Hyparrhenia hirta (L.) Stapf ;2;2;8;9;2;1;9;3;3;0
Hyparrhenia sinaica (Delile) Llauradó ex G.López;2;2;8;9;2;1;9;3;3;0
Hypecoum imberbe Sm.;3;3;7;8;3;2;8;4;7;0
Hypecoum pendulum L.;3;3;8;9;3;2;8;3;6;0
Hypecoum procumbens L. ;3;3;3;9;5;1;9;1;3;1
Hypericum androsaemum L.;7;6;5;6;3;4;6;3;6;0
Hypericum australe Ten.;4;4;7;8;3;2;8;4;7;0
Hypericum calycinum L.;5;5;3;4;4;4;8;5;3;0
Hypericum coris L.;5;5;8;8;8;1;2;6;3;0
Hypericum corsicum Godr.;6;7;6;7;1;4;2;3;6;0
Hypericum elodes L.;9;10;4;8;2;9;6;3;3;0
Hypericum gentianoides (L.) Britton, Sterns & Poggenb.;8;8;5;8;4;3;7;4;5;0
Hypericum hircinum L. ;4;5;8;7;9;1;8;3;6;0
Hypericum hircinum L. subsp. hircinum;4;5;8;7;9;1;8;3;6;0
Hypericum hircinum subsp. majus (Aiton) N.Robson;7;7;8;5;5;8;6;3;7;0
Hypericum hirsutum L.;4;5;8;5;3;2;6;5;6;0
Hypericum humifusum L.;7;7;4;5;4;4;6;3;3;0
Hypericum hyssopifolium Chaix ;4;4;7;5;3;2;6;4;3;0
Hypericum linariifolium Vahl;4;4;3;7;8;1;6;4;2;0
Hypericum maculatum Crantz;6;6;3;8;3;5;2;7;3;0
Hypericum maculatum Crantz subsp. maculatum;6;6;3;8;3;5;2;7;3;0
Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek;5;5;3;7;3;5;4;5;3;0
Hypericum majus (A.Gray) Britton;8;8;5;8;4;3;7;4;5;0
Hypericum montanum L.;4;4;7;5;3;2;6;4;3;0
Hypericum mutilum L.;8;8;5;8;4;3;7;4;5;0
Hypericum nummularium L.;5;4;8;7;8;1;3;5;3;0
Hypericum perfoliatum L.;4;5;4;8;5;4;8;3;4;0
Hypericum perforatum L.;5;5;6;7;4;3;5;5;5;0
Hypericum perforatum L. var. perforatum;5;5;6;7;4;3;5;5;5;0
Hypericum perforatum var. angustifolium DC.;4;4;6;7;4;3;5;5;5;0
Hypericum pulchrum L.;5;5;3;5;3;4;6;3;4;0
Hypericum richeri subsp. burseri (DC.) Nyman;5;5;4;7;4;5;3;2;2;0
Hypericum richeri Vill.;5;5;4;7;4;5;3;2;2;0
Hypericum richeri Vill. subsp. richeri;4;4;3;8;5;4;2;4;2;0
Hypericum tetrapterum Fr.;8;7;7;7;1;8;4;4;6;0
Hypericum tomentosum L.;7;7;7;8;3;9;8;3;3;0
Hypericum undulatum Schousb. ex Willd.;7;7;4;8;2;9;6;3;4;0
Hypericum x desetangsii Lamotte [Hypericum maculatum Crantz x Hypericum perforatum L.];8;7;7;6;2;8;5;4;6;0
Hypericum x desetangsii Lamotte n-subsp. desetangsii [Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek x Hypericum perforatum L.];8;7;7;6;2;8;5;4;6;0
Hypericum x desetangsii n-subsp. carinthiacum (Froël.) N.Robson [Hypericum maculatum Crantz subsp. maculatum x Hypericum perforatum L.];8;7;7;6;2;8;5;4;6;0
Hypochaeris achyrophorus L.;5;4;8;8;3;2;8;2;3;0
Hypochaeris cretensis (L.) Bory & Chaub.;5;5;2;8;4;4;6;2;2;0
Hypochaeris glabra L.;5;4;3;8;4;5;6;4;2;0
Hypochaeris maculata L.;4;4;6;7;3;2;6;5;3;0
Hypochaeris radicata L.;4;4;4;8;5;3;5;4;3;0
Hypochaeris radicata L. subsp. radicata;4;4;4;8;5;3;5;4;4;0
Hypochaeris radicata subsp. ericetorum Soest;4;4;3;8;5;4;5;4;3;0
Hypochaeris robertia (Sch.Bip.) Fiori;5;5;3;8;4;4;4;3;2;0
Hypochaeris uniflora Vill.;5;4;4;8;4;4;2;4;2;0
Hyssopus officinalis L.;3;3;7;8;3;2;5;5;3;0
Hyssopus officinalis subsp. montanus (Jord. & Fourr.) Briq.;5;4;8;9;5;2;3;5;2;0
Iberis amara L. ;4;4;8;8;3;2;7;3;5;0
Iberis aurosica Chaix;4;4;8;7;1;1;2;8;2;0
Iberis bernardiana Godr. & Gren.;5;4;7;8;6;3;3;3;3;0
Iberis carnosa Willd. ;5;5;8;7;2;1;1;3;3;0
Iberis carnosa Willd. subsp. carnosa;5;5;8;7;2;1;1;3;3;0
Iberis ciliata All. ;3;4;8;8;3;2;8;4;5;0
Iberis ciliata All. subsp. ciliata;3;4;8;8;3;2;8;4;5;0
Iberis intermedia Guers.;5;4;9;8;8;1;6;4;3;0
Iberis intermedia Guers. subsp. intermedia;5;4;9;8;8;1;6;4;3;0
Iberis intermedia subsp. beugesiaca J.M.Tison;4;4;9;8;8;1;6;7;3;0
Iberis intermedia subsp. viollettii (Soy.-Will. ex Godr.) Rouy & Foucaud;3;3;8;7;4;1;6;4;2;0
Iberis linifolia L.;4;4;9;8;6;1;7;4;3;0
Iberis linifolia L. subsp. linifolia;4;4;9;8;6;1;7;4;3;0
Iberis linifolia subsp. stricta (Jord.) Rouy & Foucaud;4;4;9;8;6;1;4;4;3;0
Iberis nana All.;4;4;8;7;1;1;2;6;2;0
Iberis pinnata L.;4;4;8;8;3;2;6;4;7;0
Iberis saxatilis L. ;4;3;8;9;3;2;6;4;2;0
Iberis saxatilis L. subsp. saxatilis;4;3;8;9;3;2;6;4;2;0
Iberis semperflorens L.;3;3;8;8;8;1;8;3;4;0
Iberis sempervirens L.;5;5;3;9;5;1;3;4;2;0
Iberis spathulata J.P.Bergeret ex DC.;4;4;3;7;4;1;1;3;3;0
Iberis timeroyi Jord.;4;4;5;5;8;1;6;6;3;0
Iberis umbellata L. ;4;3;8;4;7;1;7;4;3;0
Ilex aquifolium L.;5;5;3;5;4;4;6;4;4;0
Illecebrum verticillatum L.;7;7;3;8;4;4;6;3;2;0
Impatiens balfourii Hook.f.;8;7;7;5;1;8;6;5;7;0
Impatiens capensis Meerb.;8;7;7;5;1;8;6;5;7;0
Impatiens glandulifera Royle;9;8;7;5;1;8;6;4;7;0
Impatiens noli-tangere L.;8;7;7;4;1;8;5;5;6;0
Impatiens parviflora DC.;7;5;7;3;1;3;6;5;7;0
Imperata cylindrica (L.) Räusch.;8;8;6;9;1;8;8;3;6;1
Imperatoria ostruthium L.;8;6;7;7;1;8;2;6;7;0
Inula helenium L. ;8;7;7;7;1;8;5;5;7;0
Ionopsidium glastifolium (L.) M.Koch;7;7;6;7;4;3;5;5;5;0
Ipomoea indica (Burm.) Merr. ;4;4;7;9;3;2;9;1;7;1
Ipomoea purpurea (L.) Roth;3;3;5;9;3;3;9;3;7;0
Ipomoea sagittata Poir.;4;6;8;9;4;3;9;1;7;6
Iris albicans Lange;3;3;8;9;7;1;9;1;3;0
Iris foetidissima L.;5;4;6;5;3;3;7;3;4;0
Iris germanica L.;4;4;8;8;7;2;8;3;4;0
Iris graminea L.;4;4;8;6;3;3;6;4;3;0
Iris latifolia (Mill.) Voss;4;4;8;7;3;2;2;3;3;0
Iris lutescens Lam.;4;4;8;8;3;2;8;3;3;0
Iris lutescens Lam. subsp. lutescens;4;4;8;8;3;2;8;3;3;0
Iris pallida Lam.;4;4;8;8;3;2;8;3;3;0
Iris perrieri Simonet ex P.Fourn.;3;3;8;8;3;2;3;8;3;0
Iris pseudacorus L.;8;9;7;7;1;8;5;5;7;0
Iris reichenbachiana Klatt;7;6;7;8;3;2;7;3;3;0
Iris sibirica L.;8;8;7;8;1;9;5;7;2;0
Iris spuria L. ;8;8;8;8;4;8;6;4;5;2
Iris tuberosa L.;5;5;7;8;3;2;7;4;6;0
Iris unguicularis Poir.;6;6;7;8;3;2;8;3;4;0
Iris versicolor L.;8;8;5;7;1;8;3;5;5;0
Iris xiphium L.;7;7;7;8;2;9;8;3;3;0
Isatis alpina Vill.;5;5;4;8;7;1;1;9;4;0
Isatis tinctoria L.;4;4;8;8;3;2;7;5;4;0
Isatis tinctoria L. var. tinctoria;4;4;8;8;3;2;7;5;4;0
Isatis tinctoria var. canescens (DC.) Gren. & Godr.;5;5;7;9;3;2;7;4;4;0
Isoetes boryana Durieu;9;12;4;7;5;9;3;7;2;0
Isoetes creussensis Lazare & S.Riba;9;12;5;7;5;9;2;3;3;0
Isoetes delilei Rothm.;6;8;6;9;4;8;8;3;2;0
Isoetes duriei Bory;6;8;6;9;4;8;8;3;2;0
Isoetes echinospora Durieu;9;12;5;7;5;9;6;3;2;0
Isoetes histrix Bory;6;8;6;9;4;8;8;3;2;0
Isoetes lacustris L.;9;12;4;7;5;9;5;3;2;0
Isoetes longissima Bory;6;8;6;9;4;8;8;3;2;0
Isoetes longissima Bory subsp. longissima ;6;8;6;9;4;8;8;3;2;0
Isoetes tenuissima Boreau;9;12;5;8;4;9;6;3;3;0
Isolepis cernua (Vahl) Roem. & Schult.;7;7;4;8;4;4;5;3;2;0
Isolepis fluitans (L.) R.Br.;9;9;3;8;4;9;6;4;2;0
Isolepis pseudosetacea (Daveau) Vasc.;7;8;6;9;4;3;7;4;4;0
Isolepis setacea (L.) R.Br.;7;7;5;5;4;4;5;3;3;0
Isopyrum thalictroides L.;8;7;7;4;1;3;5;3;6;0
Iva xanthiifolia Nutt.;4;4;6;8;4;3;7;4;7;0
Ixia dubia Vent. ;3;3;3;9;4;4;9;1;3;0
Jacobaea adonidifolia (Loisel.) Pelser & Veldkamp;6;5;3;7;3;4;3;4;2;0
Jacobaea alpina (L.) Moench;6;5;8;7;2;3;2;6;8;0
Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb.;8;7;5;8;1;8;4;4;5;0
Jacobaea erratica (Bertol.) Fourr.;7;7;7;8;3;8;5;5;5;0
Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb.;4;4;8;7;2;2;6;5;6;0
Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb. subsp. erucifolia;4;4;8;7;2;2;6;5;6;0
Jacobaea incana (L.) Veldkamp;6;5;1;8;5;7;2;5;1;0
Jacobaea incana (L.) Veldkamp subsp. incana;6;5;1;8;5;7;2;5;1;0
Jacobaea leucophylla (DC.) Pelser;4;4;3;7;7;1;1;3;3;0
Jacobaea maritima (L.) Pelser & Meijden;5;4;8;7;8;2;6;2;5;2
Jacobaea maritima (L.) Pelser & Meijden subsp. maritima;5;4;8;7;8;2;6;2;5;2
Jacobaea maritima subsp. bicolor (Willd.) B.Nord. & Greuter;7;5;6;8;8;3;9;1;6;6
Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb.;8;7;7;7;1;8;4;5;6;0
Jacobaea paludosa subsp. angustifolia (Holub) B.Nord. & Greuter;8;7;7;7;1;8;4;5;6;0
Jacobaea persoonii (De Not.) Pelser;5;5;8;8;7;1;2;7;3;0
Jacobaea uniflora (All.) Veldkamp;6;5;1;8;5;7;1;4;1;0
Jacobaea vulgaris Gaertn.;5;4;6;7;4;1;5;5;7;0
Jacobaea vulgaris Gaertn. subsp. vulgaris;5;4;6;7;4;1;5;5;7;0
Jacobaea x mirabilis (Gaut. ex Rouy) B.Bock [Jacobaea adonidifolia (Loisel.) Mérat x Jacobaea leucophylla (DC.) Pelser];4;4;3;7;7;1;1;3;3;0
Jasione crispa (Pourr.) Samp.;3;5;2;8;5;1;1;3;1;0
Jasione crispa (Pourr.) Samp. subsp. crispa;3;5;2;8;5;1;1;3;1;0
Jasione crispa subsp. arvernensis Tutin;6;5;3;9;5;5;3;4;2;0
Jasione laevis Lam.;6;5;3;9;5;5;3;3;2;0
Jasione laevis Lam. subsp. laevis;6;5;3;9;5;5;3;3;2;0
Jasione maritima (Duby) Merino;4;3;6;8;4;1;6;1;3;1
Jasione montana L.;5;4;3;7;4;4;7;4;2;0
Jasminum fruticans L.;4;4;6;7;3;2;8;3;5;0
Jasonia tuberosa (L.) DC.;7;7;6;8;3;8;8;3;5;0
Juglans nigra L.;4;5;6;7;2;3;6;4;6;0
Juglans regia L.;5;5;7;8;3;3;7;4;6;0
Juncus acutiflorus Ehrh. ex Hoffm.;8;8;4;8;2;9;5;4;3;0
Juncus acutus L. ;8;8;7;8;4;9;7;1;3;5
Juncus acutus L. subsp. acutus ;8;8;7;8;4;9;7;1;3;5
Juncus alpinoarticulatus Chaix;8;8;7;8;2;9;4;5;2;0
Juncus alpinoarticulatus Chaix subsp. alpinoarticulatus;8;8;7;8;2;9;4;5;2;0
Juncus alpinoarticulatus subsp. fuscoater (Schreb.) O.Schwarz;8;8;7;8;2;9;4;5;2;0
Juncus anceps Laharpe;8;8;7;8;3;9;4;3;3;2
Juncus arcticus Willd.;8;9;7;8;5;9;2;7;2;0
Juncus articulatus L. ;8;8;5;8;2;8;4;5;5;1
Juncus balticus subsp. pyrenaeus (Timb.-Lagr.) P.Fourn.;8;8;3;8;4;9;3;3;2;0
Juncus balticus Willd.;8;8;3;8;4;9;3;3;2;0
Juncus bufonius L. ;8;7;5;7;3;3;5;5;5;0
Juncus bufonius L. var. bufonius;8;7;5;7;3;3;5;5;5;0
Juncus bufonius var. congestus Wahlb.;8;7;5;7;3;3;5;5;5;0
Juncus bulbosus L.;9;8;4;8;4;9;6;4;3;1
Juncus bulbosus L. écoph stagnophile;9;11;3;7;4;9;5;3;3;0
Juncus bulbosus L. subsp. bulbosus;9;8;4;8;4;9;6;4;3;1
Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg.;9;8;4;8;4;9;6;4;3;1
Juncus capitatus Weigel;7;7;4;8;4;4;7;3;3;0
Juncus compressus Jacq.;8;7;7;8;4;8;5;3;5;0
Juncus conglomeratus L. ;8;7;4;8;2;9;5;3;3;0
Juncus effusus L.;8;7;4;7;2;9;5;4;4;0
Juncus filiformis L.;8;8;4;8;3;9;3;5;2;0
Juncus foliosus Desf.;8;8;6;8;4;3;7;3;6;0
Juncus fontanesii J.Gay ;6;7;6;8;2;8;8;3;5;0
Juncus fontanesii J.Gay subsp. fontanesii;6;7;6;8;2;8;8;3;5;0
Juncus gerardi Loisel. ;6;7;7;8;3;3;5;2;5;6
Juncus heterophyllus Dufour;9;9;4;8;4;9;6;3;3;0
Juncus hybridus Brot.;7;7;4;8;4;4;7;3;3;0
Juncus inflexus L.;8;7;8;8;2;8;5;5;6;0
Juncus jacquinii L.;6;6;2;9;6;1;2;4;1;0
Juncus littoralis C.A.Mey.;8;8;7;8;4;9;9;1;3;5
Juncus maritimus Lam.;6;7;8;8;3;3;6;1;6;6
Juncus pygmaeus Rich. ex Thuill.;7;8;4;9;4;4;7;4;3;0
Juncus ranarius E.P.Perrier & Songeon;8;7;8;9;4;2;4;1;7;8
Juncus requienii Parl.;8;8;3;8;1;9;4;3;2;0
Juncus sorrentinii Parl. ;8;7;5;8;3;3;8;3;5;0
Juncus sphaerocarpus Nees;8;7;5;8;3;3;7;6;5;0
Juncus squarrosus L. ;6;6;1;8;4;5;5;4;1;0
Juncus striatus Schousb. ex E.Mey.;7;7;6;8;3;8;8;3;5;0
Juncus subnodulosus Schrank;8;7;8;8;2;9;6;4;3;1
Juncus subnodulosus Schrank écoph rhéophile;9;12;8;7;2;9;5;4;4;1
Juncus subulatus Forssk.;7;8;7;8;1;8;8;2;6;3
Juncus tenageia Ehrh. ex L.f.;8;7;5;8;4;3;6;5;5;0
Juncus tenuis subsp. dudleyi (Wiegand) P.Fourn.;5;5;5;4;4;3;5;5;6;0
Juncus tenuis Willd.;5;5;5;4;4;3;5;5;6;0
Juncus tenuis Willd. subsp. tenuis;5;5;5;4;4;3;5;5;6;0
Juncus tingitanus Maire & Weiller ;8;7;5;8;3;3;9;3;5;0
Juncus triglumis L.;8;8;7;8;1;9;2;7;2;0
Juniperus communis L.;4;4;5;8;4;2;5;5;3;0
Juniperus communis L. subsp. communis;4;4;5;8;4;2;5;5;3;0
Juniperus communis subsp. nana (Hook.) Syme;5;4;3;9;8;6;2;5;2;0
Juniperus oxycedrus L. ;4;4;7;8;4;2;8;4;3;0
Juniperus oxycedrus L. subsp. oxycedrus;4;4;7;8;4;2;8;4;3;0
Juniperus oxycedrus subsp. macrocarpa (Sm.) Ball;4;4;6;8;4;2;9;1;4;1
Juniperus phoenicea L. ;4;4;6;7;3;2;8;3;5;0
Juniperus phoenicea L. subsp. phoenicea;4;4;6;7;3;2;8;3;5;0
Juniperus phoenicea subsp. turbinata (Guss.) Arcang.;4;4;6;8;4;2;9;2;4;1
Juniperus sabina L.;4;3;5;7;5;7;3;4;2;0
Juniperus thurifera L.;3;4;6;8;3;2;7;5;2;0
Juniperus x cerropastorensis J.M.Aparicio & Uribe-Ech.  [Juniperus sabina L. x Juniperus thurifera L.];4;3;5;7;5;7;3;4;2;0
Jurinea humilis (Desf.) DC.;4;4;8;8;3;2;6;4;1;0
Kadenia dubia (Schkuhr) Lavrova & V.N.Tikhom.;8;8;6;8;1;8;6;8;6;0
Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex Galasso, Banfi & F.Conti;6;5;3;9;6;7;1;5;1;0
Katapsuxis silaifolia (Jacq.) Reduron, Charpin & Pimenov;4;4;8;5;3;2;5;5;3;0
Kengia serotina (L.) Packer;3;3;5;8;3;3;7;4;3;0
Kengia serotina (L.) Packer subsp. serotina;3;3;5;8;3;3;7;4;3;0
Kernera saxatilis (L.) Sweet ;3;3;9;9;8;1;3;3;2;0
Kickxia cirrhosa (L.) Fritsch;6;6;4;8;4;1;8;3;3;0
Kickxia commutata (Bernh. ex Rchb.) Fritsch ;4;4;4;8;4;4;7;3;6;0
Kickxia commutata (Bernh. ex Rchb.) Fritsch subsp. commutata;4;4;4;8;4;4;7;3;6;0
Kickxia elatine (L.) Dumort.;5;4;7;7;3;2;7;3;6;0
Kickxia elatine (L.) Dumort. subsp. elatine;5;4;7;7;3;2;7;3;6;0
Kickxia elatine subsp. crinita (Mabille) Greuter;3;3;3;9;4;4;9;2;4;0
Kickxia spuria (L.) Dumort.;5;4;7;7;3;2;6;4;6;0
Klasea lycopifolia (Vill.) Á.Löve & D.Löve;7;5;5;8;3;3;3;4;5;0
Klasea nudicaulis (L.) Fourr.;4;4;8;9;3;2;6;6;2;0
Knautia arvensis (L.) Coult. ;4;4;7;7;3;2;5;4;4;0
Knautia arvernensis (Briq.) Szabó;7;5;5;7;3;3;3;4;5;0
Knautia basaltica Chass. & Szabó;7;5;6;7;3;3;3;4;5;0
Knautia basaltica Chass. & Szabó var. basaltica;7;5;6;7;3;3;3;4;5;0
Knautia basaltica var. foreziensis (Chassagne & Szabó) Breton-Sintès;7;5;5;7;3;3;3;4;5;0
Knautia collina Jord.;4;4;8;8;3;2;6;4;1;0
Knautia dipsacifolia Kreutzer;7;5;6;6;3;3;3;5;6;0
Knautia godetii Reut.;7;5;6;7;3;3;3;4;5;0
Knautia integrifolia (L.) Bertol. ;4;4;8;8;3;2;8;4;4;0
Knautia lebrunii J.Prudhomme;5;5;5;7;3;5;3;4;5;0
Knautia sixtina Briq.;6;5;8;7;3;2;2;6;3;0
Knautia timeroyii Jord.;4;3;7;8;3;2;3;7;3;0
Knautia timeroyii Jord. subsp. timeroyi;4;3;7;8;3;2;6;6;3;0
Knautia timeroyii subsp. carpophylax (Jord.) B.Bock;4;3;7;8;3;2;3;8;3;0
Koeleria arenaria (Dumort.) Ujhelyi;4;3;6;8;4;1;4;2;3;1
Koeleria cenisia Reut. ex E.Rev.;4;3;2;9;6;5;2;4;2;0
Koeleria macrantha (Ledeb.) Schult.;5;4;5;7;5;3;4;5;3;0
Koeleria macrantha (Ledeb.) Schult. subsp. macrantha;5;4;5;7;5;3;4;5;3;0
Koeleria pyramidata (Lam.) P.Beauv.;3;3;8;8;3;2;5;5;2;0
Koeleria pyramidata (Lam.) P.Beauv. subsp. pyramidata;3;3;8;8;3;2;5;5;2;0
Koeleria vallesiana (Honck.) Gaudin;2;2;9;9;3;2;6;5;1;0
Koeleria vallesiana (Honck.) Gaudin subsp. vallesiana;2;2;9;9;3;2;6;5;1;0
Koeleria vallesiana subsp. abbreviata (Domin) Kerguélen;3;3;8;7;3;2;2;4;2;0
Koeleria vallesiana subsp. humilis Braun-Blanq.;4;4;8;9;3;2;2;3;2;0
Koelreuteria paniculata Laxm.;6;6;5;7;3;3;6;4;5;0
Koenigia alpina (All.) T.M.Schust. & Reveal;6;5;5;7;3;7;2;5;3;0
Kosteletzkya pentacarpos (L.) Ledeb.;7;8;7;8;1;8;8;2;6;3
Kundmannia sicula (L.) DC.;3;3;8;8;3;2;8;3;2;0
Laburnum alpinum (Mill.) Bercht. & J.Presl;5;5;6;6;2;3;3;7;4;0
Laburnum anagyroides Medik. ;4;4;8;7;3;2;6;5;4;0
Lactuca alpina (L.) A.Gray;8;6;6;6;1;8;2;6;7;0
Lactuca macrophylla (Willd.) A.Gray;6;5;8;7;2;3;5;5;7;0
Lactuca muralis (L.) Gaertn.;6;5;7;5;3;3;6;4;6;0
Lactuca perennis L. ;3;4;8;9;3;2;6;4;5;0
Lactuca plumieri (L.) Gren. & Godr.;8;6;6;5;1;8;2;5;7;0
Lactuca quercina L.;5;4;5;6;3;5;3;6;4;0
Lactuca quercina subsp. chaixii (Vill.) Celak.;5;4;5;6;3;5;3;6;4;0
Lactuca ramosissima (All.) Boreau;3;4;8;8;3;2;8;3;6;0
Lactuca saligna L.;3;4;8;9;3;2;7;4;5;1
Lactuca sativa L. ;5;5;7;7;3;2;5;5;7;0
Lactuca serriola L.;4;4;7;7;3;3;5;5;6;0
Lactuca tenerrima Pourr.;4;5;8;7;9;1;7;3;7;0
Lactuca viminea (L.) J.Presl & C.Presl;4;4;7;6;3;2;7;4;6;0
Lactuca viminea (L.) J.Presl & C.Presl subsp. viminea;4;4;7;6;3;2;7;4;6;0
Lactuca viminea subsp. chondrilliflora (Boreau) St.-Lag.;4;4;7;6;3;2;7;4;6;0
Lactuca virosa L.;4;4;7;7;3;2;7;4;7;0
Lagarosiphon major (Ridl.) Moss;9;12;5;7;2;8;6;5;7;0
Lagurus ovatus L.;5;4;5;9;4;1;7;1;6;0
Lagurus ovatus L. subsp. ovatus;5;4;5;9;4;1;7;1;6;0
Lamarckia aurea (L.) Moench;3;4;7;9;4;1;7;4;6;0
Lamium album L.;5;5;6;6;3;3;5;5;8;0
Lamium amplexicaule L. ;5;5;7;8;3;2;6;5;7;0
Lamium bifidum Cirillo ;5;5;7;7;3;3;8;3;7;0
Lamium bifidum Cirillo subsp. bifidum;5;5;7;7;3;3;8;3;7;0
Lamium flexuosum Ten.;4;4;8;7;2;2;8;3;6;0
Lamium galeobdolon (L.) L.;7;5;6;4;1;3;5;6;5;0
Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.;7;5;6;4;1;3;5;6;5;0
Lamium galeobdolon subsp. flavidum (F.Herm.) A.Löve & D.Löve;7;6;7;4;7;1;3;8;5;0
Lamium galeobdolon subsp. montanum (Pers.) Hayek;7;5;6;4;1;3;5;5;5;0
Lamium garganicum L.;5;5;7;7;7;1;2;5;3;0
Lamium garganicum L. subsp. garganicum;5;5;7;7;7;1;2;5;3;0
